"Event variant/page","Source","Scene evidence","Role","Character","Lines (zero based)","Classification","Priority","Previous art","Resolved art","Action"
"story-ashen-leaf-village-85-7/page:1/Jonin","src/data/storylines.ts:1111","The square's edge","actor","Toma Reed","0,1,2,3","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-85-7/page:2/Imera's Kitchen","src/data/storylines.ts:1119","The house behind the eleven-flower fence","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-imera-kitchen-v1.webp","Integrated reviewed replacement: imeraKitchen. See production.json for reference lock and production brief."
"story-ashen-leaf-village-85-7/page:2/Imera's Kitchen","src/data/storylines.ts:1119","The house behind the eleven-flower fence","actor","Imera","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/imera.webp?v=891202c8e","/portraits/cinematic/storywide/imera.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-85-7/page:3/The Orchard Office","src/data/storylines.ts:1127","The Kage's office, rain on new grafts","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-orchard-office-v1.webp","Integrated reviewed replacement: ashenOrchardOffice. See production.json for reference lock and production brief."
"story-ashen-leaf-village-85-7/page:3/The Orchard Office","src/data/storylines.ts:1127","The Kage's office, rain on new grafts","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-85-7/page:4/Not Firewood","src/data/storylines.ts:1137","The orchard office","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/ashen-ashfall.webp","/scenes/story/cinematic/storywide/ashen-orchard-office-v1.webp","Integrated reviewed replacement: ashenOrchardOffice. See production.json for reference lock and production brief."
"story-ashen-leaf-village-85-7/page:4/Not Firewood","src/data/storylines.ts:1137","The orchard office","actor","Kage Hoshina Enju","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-85-7/page:5/The Scarred Line","src/data/storylines.ts:1145","The orchard office","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-orchard-office-v1.webp","Integrated reviewed replacement: ashenOrchardOffice. See production.json for reference lock and production brief."
"story-ashen-leaf-village-85-7/page:5/The Scarred Line","src/data/storylines.ts:1145","The orchard office","actor","Kage Hoshina Enju","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-85-7/page:6/The Unwilling","src/data/storylines.ts:1153","The orchard office","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-orchard-office-v1.webp","Integrated reviewed replacement: ashenOrchardOffice. See production.json for reference lock and production brief."
"story-ashen-leaf-village-85-7/page:6/The Unwilling","src/data/storylines.ts:1153","The orchard office","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-85-7/page:7/The Detention Rows","src/data/storylines.ts:1161","Outside the rows, the Elder Champion at the gate","background","","0,1,2","KEEP","5","/scenes/story/story-ashen-leaf-village-85-7.webp","/scenes/story/story-ashen-leaf-village-85-7.webp","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:0/Frost-Fall","src/data/storylines.ts:1172","The Register hall, every line glowing faint","background","","0,1,2","REMAP","3","/scenes/story/story-ashen-leaf-village-100-8.webp","/scenes/story/cinematic/ashen-register-hall-wide.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:1/At the Stair","src/data/storylines.ts:1177","The kiln stair door","background","","0,1,2,3","REPLACE","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-kiln-stair-door-v1.webp","Integrated reviewed replacement: ashenKilnStair. See production.json for reference lock and production brief."
"story-ashen-leaf-village-100-8/page:1/At the Stair","src/data/storylines.ts:1177","The kiln stair door","actor","Toma Reed","0,1,2,3","KEEP","5","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/toma-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:2/The Keeper at the Fire","src/data/storylines.ts:1185","The Rootfire chamber, racks emptied, shears on an anvil","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-ashfall.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:2/The Keeper at the Fire","src/data/storylines.ts:1185","The Rootfire chamber, racks emptied, shears on an anvil","actor","Kage Hoshina Enju","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:3/The Vessel","src/data/storylines.ts:1191","The fire climbing her arms like ivy","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-ashfall.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:3/The Vessel","src/data/storylines.ts:1191","The fire climbing her arms like ivy","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:4/The Lower Draw","src/data/storylines.ts:1199","The Rootfire behind her: an upper flame, cedar-gold, and beneath the grate a darker pull","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:4/The Lower Draw","src/data/storylines.ts:1199","The Rootfire behind her: an upper flame, cedar-gold, and beneath the grate a darker pull","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:5/The Better Winter","src/data/storylines.ts:1207","The anvil, water dripping from your sleeve","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:5/The Better Winter","src/data/storylines.ts:1207","The anvil, water dripping from your sleeve","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:6/What the Village Saw","src/data/storylines.ts:1218","The anvil, her hands very still","background","","0,1,2","REMAP","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:6/What the Village Saw","src/data/storylines.ts:1218","The anvil, her hands very still","actor","Kage Hoshina Enju","0,1,2","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:7/The Measured Pages","src/data/storylines.ts:1225","Mori's book open on the anvil","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:7/The Measured Pages","src/data/storylines.ts:1225","Mori's book open on the anvil","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:8/Her Own Eyes","src/data/storylines.ts:1233","A survey report unfolded between you","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:8/Her Own Eyes","src/data/storylines.ts:1233","A survey report unfolded between you","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:9/The Water Answers","src/data/storylines.ts:1241","The model turning in a channel of firelight","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-ashfall.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:9/The Water Answers","src/data/storylines.ts:1241","The model turning in a channel of firelight","actor","Kage Hoshina Enju","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:10/This Part Is Ours","src/data/storylines.ts:1249","The kiln stair door opening behind you, Toma and Sera coming down into the firelight","background","","0,1,2","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:10/This Part Is Ours","src/data/storylines.ts:1249","The kiln stair door opening behind you, Toma and Sera coming down into the firelight","actor","Toma Reed","0,1,2","REMAP","1","/portraits/cinematic/toma-reed.webp?v=891202c8e","/portraits/cinematic/storywide/toma-reed-resolute.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:11/Handwriting","src/data/storylines.ts:1256","The chamber, Sera laying the letter flat on the anvil","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:11/Handwriting","src/data/storylines.ts:1256","The chamber, Sera laying the letter flat on the anvil","actor","Sera Reed","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/sera-reed.webp?v=891202c8e","/portraits/cinematic/storywide/sera-reed.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:12/A Mother's Proof","src/data/storylines.ts:1264","The Rootfire dimming, Hoshina very still","background","","0,1","REMAP","3","/scenes/story/cinematic/storywide/ashen-sanctum.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:12/A Mother's Proof","src/data/storylines.ts:1264","The Rootfire dimming, Hoshina very still","actor","Kage Hoshina Enju","0,1","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:13/Water Without a Name","src/data/storylines.ts:1270","The channel numbers chalked on a slate","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-aftermath.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:13/Water Without a Name","src/data/storylines.ts:1270","The channel numbers chalked on a slate","actor","Kage Hoshina Enju","0,1,2,3","KEEP","5","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Retain reviewed accurate artwork."
"story-ashen-leaf-village-100-8/page:14/The Unfinished Answer","src/data/storylines.ts:1278","Aren's model in her scarred hands","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:14/The Unfinished Answer","src/data/storylines.ts:1278","Aren's model in her scarred hands","actor","Kage Hoshina Enju","0,1,2,3","REMAP","1","/portraits/cinematic/storywide/kage-hoshina-enju-tense-canon.webp?v=891202c8e","/portraits/cinematic/storywide/kage-hoshina-enju-canon.webp?v=891202c8e","Resolve this exact current story beat to retained, reviewed artwork."
"story-ashen-leaf-village-100-8/page:15/Mori Reads the Pattern","src/data/storylines.ts:1286","Mori opening the bloom charts on the anvil beside the shears, Hoshina saying his name once, quietly","background","","0,1,2,3","REMAP","3","/scenes/story/cinematic/storywide/ashen-civic.webp","/scenes/story/cinematic/storywide/ashen-climax-rootfire.webp","Resolve this exact current story beat to retained, reviewed artwork."
